City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
48,ilulissat,69.2167,-51.1,0.01,86,86,75,GL,1686087660
49,margaret river,-33.95,115.0667,12.35,65,65,95,AU,1686087660
50,ushuaia,-54.8,-68.3,4.81,87,87,40,AR,1686087661
51,nieuw amsterdam,5.8833,-55.0833,26.01,93,93,75,SR,1686087661
52,usinsk,65.9939,57.5281,5.29,89,89,55,RU,1686087661
53,punta arenas,-53.15,-70.9167,5.06,81,81,40,CL,1686087484
54,miranda,3.2499,-76.2281,27.07,84,84,88,CO,1686087661
55,petropavlovsk-kamchatsky,53.0452,158.6483,12.33,44,44,20,RU,1686087661
56,port mathurin,-19.6833,63.4167,24.96,66,66,16,MU,1686087661
57,gutierrez zamora,20.45,-97.0833,33.9,59,59,30,MX,1686087661
58,invercargill,-46.4,168.35,3.59,84,84,45,NZ,1686087662
59,cabo san lucas,22.8909,-109.9124,33.61,27,27,0,MX,1686087559
60,vorgashor,67.5833,63.95,6.07,91,91,93,RU,1686086780
61,kadnikov,59.5022,40.338,5.88,72,72,26,RU,1686087662
62,broome,42.2506,-75.833,19.28,57,57,100,US,1686087068
63,college,64.8569,-147.8028,26.44,28,28,20,US,1686087662
64,thunder bay,48.4001,-89.3168,17.95,34,34,75,CA,1686087662
65,soio,-6.1349,12.3689,22.47,90,90,11,AO,1686087662
66,holualoa,19.6228,-155.9522,26.42,71,71,20,US,1686087070
67,pisco,-13.7,-76.2167,22.03,68,68,2,PE,1686087663
68,sandnessjoen,66.0217,12.6316,6.29,81,81,75,NO,1686087663
69,saipan,15.1355,145.701,28.69,100,100,20,MP,1686087663
70,phibun mangsahan,15.2447,105.2291,25.99,94,94,100,TH,1686087663
71,impfondo,1.6381,18.0667,23.54,82,82,19,CG,1686087663
72,carnarvon,-24.8667,113.6333,18.57,64,64,86,AU,1686087663
73,i-n-salah,27.1935,2.4607,33.79,18,18,51,DZ,1686087663
74,wailua homesteads,22.0669,-159.378,27.24,76,76,20,US,1686087664
75,stanley,54.868,-1.6985,10.29,82,82,75,GB,1686087515
76,ribeira grande,38.5167,-28.7,19.22,68,68,40,PT,1686087367
77,east london,-33.0153,27.9116,16.46,32,32,0,ZA,1686087664
78,tazovsky,67.4667,78.7,10.85,67,67,91,RU,1686087664
79,novodvinsk,64.4165,40.8122,2.33,89,89,100,RU,1686087664
80,ambon,-3.6954,128.1814,28.08,78,78,40,ID,1686087664
81,borskoye,53.0333,51.7167,10.5,85,85,29,RU,1686087665
82,kargopol',61.5071,38.9456,3.83,91,91,10,RU,1686087665
83,pacific grove,36.6177,-121.9166,17.82,90,90,75,US,1686087090
84,minas de marcona,-15.2119,-75.1103,16.13,69,69,3,PE,1686087665
85,ust-nera,64.5667,143.2,7.62,92,92,100,RU,1686087665
86,west island,-12.1568,96.8225,24.99,88,88,40,CC,1686087665
87,edinburgh of the seven seas,-37.0676,-12.3116,13.48,69,69,99,SH,1686087665
88,port elizabeth,-33.918,25.5701,7.16,93,93,0,ZA,1686087666
89,haveri,14.8,75.4,24.66,84,84,67,IN,1686087666
90,piti village,13.4626,144.6933,28.5,80,80,0,GU,1686087105
91,new norfolk,-42.7826,147.0587,11.06,89,89,31,AU,1686087666
92,isafjordur,66.0755,-23.124,5.44,75,75,59,IS,1686087666
93,christchurch,-43.5333,172.6333,4.41,95,95,0,NZ,1686086956
94,chibougamau,49.9168,-74.3659,15.79,31,31,75,CA,1686087580
95,altamira,-3.2033,-52.2064,27.05,94,94,20,BR,1686087667
96,puerto deseado,-47.7503,-65.8938,9.29,41,41,0,AR,1686087667
97,papatowai,-46.5619,169.4708,6.27,78,78,28,NZ,1686087667
98,praia da vitoria,38.7333,-27.0667,17.14,94,94,75,PT,1686087668
99,dahlonega,34.5326,-83.9849,29.99,56,56,27,US,1686087668
100,saudarkrokur,65.7461,-19.6394,7.48,74,74,76,IS,1686087668
101,sao tome,0.3365,6.7273,25.5,80,80,95,ST,1686087668
102,lihue,21.9789,-159.3672,27.58,71,71,20,US,1686087380
103,swan hill,-35.3378,143.5544,15.07,97,97,100,AU,1686087668
104,kidal,18.4411,1.4078,33.88,9,9,10,ML,1686087669
105,zemio,5.0314,25.1361,20.45,98,98,52,CF,1686087669
106,tiksi,71.6872,128.8694,2.75,90,90,53,RU,1686087669
107,peno,56.9262,32.7426,13.03,67,67,99,RU,1686087669
108,callao,-12.0667,-77.15,24.16,69,69,75,PE,1686087669
109,adjumani,3.3779,31.7909,20.14,76,76,15,UG,1686087669
110,enewetak,11.3474,162.3373,28.06,79,79,95,MH,1686087669
111,keminmaa,65.8596,24.8228,3.87,93,93,0,FI,1686087670
112,boa vista,2.8197,-60.6733,27.99,69,69,40,BR,1686087670
113,saldanha,-33.0117,17.9442,7.03,74,74,0,ZA,1686087670
114,corinto,37.9407,22.9573,20.5,60,60,34,GR,1686087670
115,east ballina,-28.8667,153.5833,14.89,66,66,84,AU,1686087670
116,namibe,-15.1961,12.1522,18.9,71,71,2,AO,1686087670
117,magistral'nyy,56.1725,107.4458,7.51,62,62,29,RU,1686087670
118,brak,27.5496,14.2714,32.59,20,20,100,LY,1686087671
119,barclayville,4.6797,-8.2339,24.61,93,93,100,LR,1686087671
120,hithadhoo,-0.6,73.0833,28.29,76,76,33,MV,1686087671
121,mount isa,-20.7333,139.5,12.87,82,82,72,AU,1686087671
122,kosonsoy,41.2561,71.5508,22.31,32,32,3,UZ,1686087671
123,san rafael,-34.6177,-68.3301,17.97,40,40,96,AR,1686087671
124,sesheke,-17.4759,24.2968,16.59,36,36,0,ZM,1686087671
125,obo,5.3998,26.4869,19.71,99,99,100,CF,1686087672
126,buala,-8.145,159.5921,28.49,75,75,83,SB,1686087672
127,bolands,17.0657,-61.8747,29.8,69,69,20,AG,1686087672
128,sabrum,23.0,91.7319,26.28,86,86,96,IN,1686087672
129,mokhsogollokh,61.4681,128.9203,13.0,60,60,92,RU,1686087672
130,remire-montjoly,4.9167,-52.2667,26.02,89,89,75,GF,1686087672
131,nykobing sjaelland,55.9249,11.6711,15.03,84,84,0,DK,1686087648
132,olonkinbyen,70.9221,-8.7187,0.94,79,79,100,SJ,1686087673
133,windhoek,-22.5594,17.0832,17.11,26,26,0,NA,1686087673
134,hulan,45.9833,126.6,21.06,39,39,99,CN,1686087673
135,haiku-pauwela,20.9219,-156.3051,27.01,64,64,40,US,1686087095
136,weno,7.4515,151.8468,26.97,89,89,75,FM,1686087077
137,utrik,11.2278,169.8474,27.48,84,84,85,MH,1686087673
138,esmeraldas,-19.7625,-44.3139,19.58,53,53,0,BR,1686087673
139,hamilton,39.1834,-84.5333,29.68,38,38,40,US,1686087601
140,talnakh,69.4865,88.3972,7.34,79,79,52,RU,1686087674
141,cururupu,-1.8283,-44.8683,24.2,91,91,12,BR,1686087446
142,klyuchi,52.2667,79.1667,20.11,59,59,30,RU,1686087674
143,zhezqazghan,47.7833,67.7667,23.67,31,31,29,KZ,1686087674
144,selfoss,63.9331,-20.9971,7.25,71,71,16,IS,1686087674
145,porto novo,6.4965,2.6036,26.9,88,88,100,BJ,1686087674
146,ponta delgada,37.7333,-25.6667,19.4,88,88,75,PT,1686087568
147,hawaiian paradise park,19.5933,-154.9731,27.8,73,73,40,US,1686087468
148,hadibu,12.65,54.0333,29.16,79,79,57,YE,1686087082
149,majene,-3.5403,118.9707,24.6,88,88,12,ID,1686087675
150,asekeyevo,53.5742,52.7972,10.34,88,88,33,RU,1686087675
151,kathu,7.9178,98.3332,29.83,99,99,100,TH,1686087675
152,atafu village,-8.5421,-172.5159,28.02,77,77,65,TK,1686087675
153,ouallam,14.3188,2.0866,36.88,13,13,73,NE,1686087675
154,polyarnyy,69.1989,33.4478,3.5,75,75,99,RU,1686087675
155,badger,64.8,-147.5333,26.4,28,28,40,US,1686087675
156,kabinda,-6.1333,24.4833,22.35,55,55,75,CD,1686087676
157,kalix,65.853,23.1565,5.93,80,80,98,SE,1686087676
158,thompson,55.7435,-97.8558,22.09,83,83,75,CA,1686087676
159,porto feliz,-23.2147,-47.5239,20.77,59,59,0,BR,1686087676
160,praia,14.9215,-23.5087,24.3,83,83,0,CV,1686087676
161,severo-yeniseyskiy,60.3725,93.0408,13.99,94,94,1,RU,1686087676
162,jamestown,42.097,-79.2353,20.8,37,37,0,US,1686087600
163,badarwas,24.9667,77.5667,31.78,29,29,57,IN,1686087677
164,ilhabela,-23.7781,-45.3581,19.32,84,84,9,BR,1686087677
165,rio verde,21.9333,-99.9833,32.2,30,30,0,MX,1686087677
166,carahue,-38.7,-73.1667,9.54,92,92,100,CL,1686087677
167,baker city,44.7749,-117.8344,27.55,37,37,0,US,1686087677
168,port alfred,-33.5906,26.891,17.25,36,36,0,ZA,1686087677
169,kodiak,57.79,-152.4072,7.73,93,93,100,US,1686087677
170,okhotsk,59.3833,143.3,7.97,65,65,64,RU,1686087677
171,iskateley,67.6803,53.1512,3.65,84,84,99,RU,1686087677
172,fort bragg,35.139,-79.006,30.75,45,45,20,US,1686087678
173,topolobampo,25.6,-109.05,29.95,48,48,75,MX,1686087678
174,santa elena de uairen,4.6167,-61.1333,21.55,84,84,70,VE,1686087678
175,togur,58.3631,82.8265,18.72,72,72,31,RU,1686087678
176,vadso,70.0744,29.7487,4.49,70,70,75,NO,1686087678
177,puerto madryn,-42.7692,-65.0385,13.68,34,34,0,AR,1686087079
178,arno,60.1167,18.6333,8.77,60,60,87,SE,1686087678
179,segorbe,39.8138,-0.4521,20.09,77,77,72,ES,1686087679
180,gazli,40.1333,63.45,30.41,11,11,88,UZ,1686087679
181,lensk,60.7253,114.9278,7.17,69,69,50,RU,1686087679
182,taylor,32.3001,-99.8337,28.7,44,44,75,US,1686087679
183,indre arna,60.4247,5.4764,9.42,86,86,0,NO,1686087679
184,hermanus,-34.4187,19.2345,12.73,64,64,67,ZA,1686087679
185,santa cruz cabralia,-16.2781,-39.0247,23.13,78,78,40,BR,1686087679
186,happy valley-goose bay,53.3168,-60.3315,7.17,81,81,100,CA,1686086895
187,afaahiti,-17.75,-149.2833,27.93,75,75,97,PF,1686087679
188,pimentel,-6.8367,-79.9342,28.16,61,61,0,PE,1686087680
189,tanjung pandan,-2.75,107.65,25.34,92,92,98,ID,1686087680
190,springbok,-29.6643,17.8865,9.67,49,49,0,ZA,1686087680
191,saint-philippe,-21.3585,55.7679,21.77,83,83,35,RE,1686087090
192,diamantino,-14.4086,-56.4461,22.95,38,38,52,BR,1686087680
193,puerto san jose,13.9256,-90.8244,29.94,66,66,98,GT,1686087680
194,heunghae,36.1125,129.3522,19.23,76,76,56,KR,1686087680
195,nar'yan-mar,67.6713,53.087,3.64,84,84,99,RU,1686087680
196,talakan,50.3167,130.3667,15.24,80,80,92,RU,1686087681
197,antsiranana,-12.2787,49.2917,24.36,83,83,57,MG,1686087681
198,revelstoke,50.9832,-118.2023,26.01,34,34,0,CA,1686087681
199,aldinga beach,-35.2793,138.4604,17.04,85,85,45,AU,1686087437
200,beyneu,45.3167,55.2,24.12,62,62,84,KZ,1686087681
201,avarua,-21.2078,-159.775,24.03,60,60,100,CK,1686087681
202,susuman,62.7833,148.1667,13.31,54,54,51,RU,1686087681
203,itoman,26.1247,127.6694,26.43,96,96,40,JP,1686087682
204,la passe,45.5549,-0.8967,20.13,67,67,18,FR,1686087682
205,opuwo,-18.0607,13.84,16.2,32,32,0,NA,1686087682
206,kiunga,-6.1219,141.2906,23.89,98,98,73,PG,1686087682
207,castillos,-34.1667,-53.8333,15.56,77,77,69,UY,1686087682
208,waitara,-38.925,174.25,9.44,73,73,0,NZ,1686087682
209,berdyaush,55.1619,59.1464,12.35,99,99,94,RU,1686087682
210,plain city,41.298,-112.0861,30.09,68,68,57,US,1686087427
211,isangel,-19.55,169.2667,22.06,88,88,75,VU,1686087683
212,caleta de carquin,-11.0925,-77.6267,22.6,75,75,14,PE,1686087683
213,paratinga,-12.6906,-43.1842,25.23,40,40,10,BR,1686087683
214,tocopilla,-22.092,-70.1979,18.36,72,72,14,CL,1686087683
215,stettler,52.3168,-112.7186,22.08,20,20,0,CA,1686087683
216,gabu,12.2833,-14.2167,29.44,52,52,31,GW,1686087683
217,quesnel,52.9999,-122.5029,21.28,19,19,0,CA,1686087684
218,manicore,-5.8092,-61.3003,26.97,89,89,0,BR,1686087684
219,qaqortoq,60.7167,-46.0333,2.8,90,90,100,GL,1686087684
220,port macquarie,-31.4333,152.9167,12.16,80,80,54,AU,1686087606
221,alice springs,-23.7,133.8833,18.75,59,59,78,AU,1686087009
222,hede,33.7681,120.2517,20.42,85,85,96,CN,1686087684
223,aasiaat,68.7098,-52.8699,-0.39,77,77,95,GL,1686087684
224,batken,39.8333,71.0,13.81,35,35,15,KG,1686087684
225,jaithari,23.2333,78.6167,31.23,30,30,17,IN,1686087685
226,nelson bay,-32.7167,152.15,15.56,96,96,3,AU,1686087685
227,mata-utu,-13.2816,-176.1745,27.57,80,80,73,WF,1686087685
228,robertsport,6.7533,-11.3686,26.29,85,85,100,LR,1686087685
229,ust'-kut,56.7938,105.7672,8.1,62,62,50,RU,1686087685
230,onguday,50.75,86.15,13.78,86,86,1,RU,1686087685
231,sao francisco,-15.9486,-44.8644,22.25,32,32,0,BR,1686087090
232,bandarbeyla,9.4942,50.8122,27.77,82,82,100,SO,1686087686
233,dubbo,-32.25,148.6167,10.07,93,93,35,AU,1686087686
234,lebu,-37.6167,-73.65,11.76,89,89,100,CL,1686087686
235,sao felix do xingu,-6.6447,-51.995,24.91,73,73,42,BR,1686087686
236,fale old settlement,-9.3852,-171.2468,28.16,77,77,26,TK,1686087686
237,aswan,24.0934,32.907,35.61,15,15,0,EG,1686087686
238,minot air force base,48.4209,-101.3391,33.1,36,36,0,US,1686087687
239,zag,46.9441,99.165,11.06,64,64,2,MN,1686087687
240,sisimiut,66.9395,-53.6735,-0.49,76,76,85,GL,1686087687
241,changji,44.0167,87.3167,26.44,22,22,0,CN,1686087687
242,touros,-5.1989,-35.4608,25.89,81,81,6,BR,1686087688
243,chonchi,-42.6128,-73.8092,9.56,90,90,44,CL,1686087688
244,camacupa,-12.0167,17.4833,14.17,39,39,5,AO,1686087689
245,fria,10.4167,-13.5833,26.23,94,94,100,GN,1686087689
